TEL_NO,BTH_GBN_NM,ASSEM_ADDR,HJ_NM,HG_NM,BTH_DATE,ELECT_GBN_NM,POLY_NM,REELE_GBN_NM,CMITS,MEM_TITLE,ENG_NM,SEX_GBN_NM,E_MAIL,MONA_CD,SECRETARY2,JOB_RES_NM,STAFF,HOMEPAGE,CMIT_NM,SECRETARY,ORIG_NM,UNITS
02-6788-6901,음,의원회관 943호,尹厚德,윤후덕,1957-01-09,지역구,더불어민주당,3선,국방위원회,"■ 학력
· 연세대학교 사회학과 졸업
· 연세대학교 경제대학원 석사 졸업

■ 주요경력
· 제19, 20대 국회의원(경기 파주시갑)
· 국회 기획재정위원회 위원(현)
· 국회 예산결산특별위원회 간사(전)
· 국회 국방위원회 간사(전)
· 국회 국토교통위원회 위원(전)
· 문재인정부 국정기획자문위원회 위원(전)
· 참여정부 국무총리 비서실장(전)
· 참여정부 청와대 정책조정비서관, 정무비서관, 기획조정비서관, 업무조정비서관, 국정과제비서관(전)
",YOON HUDUK,남,yoons609@hanmail.net,O7R5461J,"김미연, 김우섭, 김국희, 강지영, 류지해",위원,"김영동, 윤규식",http://pajulove.kr,국방위원회,"김동렬, 이승주",경기 파주시갑,"제19대, 제20대, 제21대"
02-784-2165,음,의원회관 719호,李介昊,이개호,1959-06-23,지역구,더불어민주당,3선,문화체육관광위원회," · 금호고, 전남대 경영학과 졸업
 · 제24회 행정고등고시 합격(만21세)
 · 내무부 지방자치기획단 운영담당관
 · 김대중 대통령직인수위원회 행정관
 · 목포시, 여수시, 광양시 부시장
 · 전남 관광문화국장, 자치행정국장, 기획관리실장
 · 행자부 공무원노사협력관, 행안부 기업협력지원관
 · 제35대 전라남도 행정부지사(2009. 07 ∼ 2011. 10)
 · 민주통합당 중앙위원(前)
 · 국회운영위원회 위원(前)
 · 새정치민주연합 원내부대표(前)
 · 더불어민주당 비상대책위원회 위원(前)
 · 창조경제활성화특별위원회 위원(前)
 · 미래창조과학방송통신위원회 위원(前)
 · 더불어민주당 윤리심판원 부원장(前)
 · 국회 농림축산식품해양수산위원회 간사(前)
 · 예산결산특별위원회 위원(前)
 · 더불어민주당 제4정책조정 위원장(前)
 · 국정기획자문위원회 경제 2분과 위원장 (前)
 · 국회 농림축산식품해양수산위원회 위원장 직무대리(前)
 · 더불어민주당 전남도당 위원장
 · 더불어민주당 최고위원




 ",LEE KAIHO,남,7880291@naver.com,I7R13867,"정고운, 곽세문, 조용주",위원,"이영규, 황인기",http://blog.naver.com/lgh59623,문화체육관광위원회,"박일남, 송진원",전남 담양군함평군영광군장성군,"제19대, 제20대, 제21대"
02-784-6264~6,음,의원회관 616호,李達坤,이달곤,1953-09-11,지역구,국민의힘,재선,농림축산식품해양수산위원회,"1953년 9월 11일 생

~1987	하버드대학교 대학원 정책학 박사
1983	        하버드대학교 대학원 정책학 석사
1982~1983  이스트캐롤라이나대학교대학원 정치학 석사
1977~1981  서울대학교 행정대학원 행정학 석사
1972~1977  서울대학교 공학 학사


[경력]

2020.05~            제21대 국회의원 (경남 창원시 진해구 / 국민의힘)
2020.05~            국민의힘 정책위원회 부의장
	                가천대학교 법과대학 석좌교수
2019.03~            서울대학교 행정대학원 명예교수
~2018                창원세계사격선수권대회 조직위원회 위원장
2012	                가천대학교 법과대학 교수
2012.02~2013.03  대통령비서실 정무수석
	                하이닉스 사외이사
2011.03	        경원대학교 행정학과 석좌교수
	                지방행정체제개편추진위원회 민간위원
2011.01	        제9대 서울시정개발연구원 이사장
2009.02~2010.03  행정안전부 장관
2008.11	        한미 FTA TF팀 한나라당 부위원장
2008.08	        한나라당 대표 특보단
2008.08	        제18대 국회 지식경제위원회 위원
2008.08     	        제18대 국회 윤리특별위원회 위원
2008.06	        제18대 한나라당 비례대표 국회의원
2007.12~2008.02  제17대 대통령직 인수위원회 법무행정분과 위원
2007	                한국행정학회 회장
2007	                중앙공무원교육원 겸임교수
2006~2007          자연보호중앙연맹 상임이사
2005~2006          국무총리실 정책평가위원회 위원
2005~2006          서울대학교 행정대학원 원장
2005~2007          태권도협회 이사
2004~2008          국무총리소속 행정협의조정위원회 위원
2000	                한국협상학회 회장
1999~2003          중앙권한의 지방이양추진위원회 위원
1999~2000          국무총리실 정책평가위원회 위원
1998~2000          한국지방행정연구원 원장
1998	                4대 사회보험통합추진기획단 위원
1998~2000          경찰개혁위원회 위원
1995~1996          행정안전부 정책자문위원, 국가전문행정연수원 지도교수
1995~1996          서울특별시 분쟁조정위원회 위원
1995	                한국행정학회 연구위원장
1994	                한국정책학회 총무위원장
1993	                한국정치학회 상임이사
1991~1993          국방부 정책자문위원
1990~1994          국가공기업 평가단 평가위원
1989~1994          21세기위원회 위원, 간사
1987~1988          미국 하버드대학교 EEPC Reserch Assiociate
1985~1987          미국 하버드대학교 옌칭학자
	                미국 일리노이스대학교 연구교수
	                일본 와세다대학 방문교수",LEE DALGON,남,ldg200020@naver.com,QUM8288K,"이도란, 윤영일, 김태형, 정미연, 최종희",위원,"안소동, 최장호",http://band.us/@dalgon,농림축산식품해양수산위원회,"유재한, 이찬영",경남 창원시진해구,"제18대, 제21대"
02-784-9761~3,음,의원회관 933호,李東洲,이동주,1972-09-04,비례대표,더불어민주당,초선,"국회운영위원회, 산업통상자원중소벤처기업위원회, 민생경제안정특별위원회","(현) 제21대 더불어민주당 국회의원
(현) 제21대 국회 전반기 산업통상자원중소벤처기업위원회 위원
(현) 더불어민주당 을지로위원회 상임운영위원
(현) 더불어민주당 국난극복 k-뉴딜위원회 경제본부 실업대책TF 팀장 
(현) 더불어민주당 을지키는민생실천위원회 위원
(전) 더불어민주당 코로나19 국난극복위원회 민생일자리TF 위원
(전) 더불어민주당 코로나19 국난극복위원회 일자리고용TF 위원
(전) 경기도 공정경제추진위원
(전) 참여연대 민생희망본부 실행위원
(전) 대한민국 중소벤처기업부 정책기획위원
(전) 서울시 경제민주화추진위원
(전) 한국중소상인자영업자총연합회 상임부회장
(전) 전국중소유통상인협회 정책기획실장",LEE DONGJU,남,fairness933@gmail.com,RO593601,"이채영, 김인태, 남혜민, 유수진, 김양진",위원,"서경옥, 송용한",,"국회운영위원회, 산업통상자원중소벤처기업위원회, 민생경제안정특별위원회","이기정, 최지용",비례대표,제21대
02-784-5901,음,의원회관 819호,李晩熙,이만희,1963-12-11,지역구,국민의힘,재선,행정안전위원회,"제20대&middot;21대 국회의원(국민의힘, 경북 영천시 청도군)
現 행정안전위원회 간사
前 제21대 전반기 국회예산결산특별위원회 간사
前 제20&middot;21대 농림축산식품해양수산위원회 간사
前 국민의힘 경북도당위원장
前 미래통합당(現 국민의힘) 원내부대표 겸 원내대변인
前 인사혁신처 소청심사위원회 상임위원
前 경기지방경찰청장
前 경찰청 기획조정관
前 경북지방경찰청장
前 대통령 치안비서관",LEE MANHEE,남,yc20002@naver.com,OSV9142K,"장수진, 조성진, 서주연, 김준수, 정상락",간사,"강성우, 김수용",http://band.us/@yc20002,행정안전위원회,"김무찬, 손영우",경북 영천시청도군,"제20대, 제21대"
02-784-5711,음,의원회관 606호,李明洙,이명수,1955-02-11,지역구,국민의힘,4선,외교통일위원회,"·대전고, 성균관대 행정학 학사·석사·박사
·現) 국회 행정안전위원회 위원
·現) 국회 한-아랍에미리트 친선협회 회장
·前) 국회 보건복지위원회 위원장
·前) 국회 한-아제르바이잔 친선협회 회장
·前) 자유한국당 인재영입위원회 위원장
·前) 충청남도 행정부지사
·前) 나사렛대·건양대 부총장
·한국희귀질환재단 설립 발기인
·로타리·적십자 봉사회 회원
·아산문인협회 회원
·금산군수, 대통령비서실, 내무부, 국무총리실 근무
·제22회 행정고시 합격",LEE MYOUNGSU,남,mslee3@assembly.go.kr,6YT83269,"김민정, 박혁진, 김지영, 이정인, 최희진",위원,김영환,http://blog.naver.com/asanpride,외교통일위원회,"이두현, 이병재",충남 아산시갑,"제18대, 제19대, 제20대, 제21대"
02-784-6443,음,의원회관 443호,李炳勳,이병훈,1957-03-18,지역구,더불어민주당,초선,문화체육관광위원회,"[학력]
-광주 서중학교
-광주 제일고등학교 졸업
-고려대학교 법과대학 행정학과 졸업 
-전남대학교 일반대학원 행정학과 (행정학박사)

[경력]
-제24회 행정고등고시 합격 
-행정중심복합도시건설청(세종시) 주민지원본부장
-문화체육관광부 아시아문화중심도시추진단장
-한국지방자치학회 부회장
-제19대 문재인 대통령 후보 광주 총괄선대본부장 
-광주광역시 문화경제부시장

[저서]
- 문화 속에 미래가 있다(2001), 디자인하우스 
-사랑한다면 반만 취하라(2006), 현대문예(수필)
-아시아로 통하는 문화(2011), 열화당
-문화가 밥이다(2016), 전라도닷컴
-비워야 채운다(2018), 이문출판사
-더불어사는경제 나누는 일자리(2019), 이문출판사


",LEE BYUNGHOON,남,lbh0318@hanmail.net,HKJ99607,"김태범, 최은지, 조재욱, 김의혁, 서훈",위원,"강원, 김홍일",https://blog.naver.com/leebh0318,문화체육관광위원회,"김진성, 이승환",광주 동구남구을,제21대
02-784-0924,음,의원회관 401호,李相珉,이상민,1958-01-22,지역구,더불어민주당,5선,외교통일위원회,"제17, 18, 19, 20, 21대 국회의원(대전 유성구을)
충남대 법대졸업 ,변호사
(현) 국회 외교통일위원회 위원
(현) 국회 4차산업혁명포럼 공동대표

(전) 더불어민주당 중앙당선거관리위원장
(전) 국회 사법개혁특별위원회 위원장
(전) 국회 법제사법위원회 위원장
(전) 더불어민주당 국회세종의사당추진특별위원회 공동위원장
(전) 더불어민주당 검찰개혁특별위원회 공동위원장
(전) 더불어민주당 과학기술특위&middot;정보통신특위 위원장",LEE SANGMIN,남,smlee@assembly.go.kr,ZYH1940A,"곽영춘, 이효성, 유진영, 이유리",위원,김선봉,https://blog.naver.com/lawlsm2016,외교통일위원회,김경화,대전 유성구을,"제17대, 제18대, 제19대, 제20대, 제21대"
02-784-8630~2,음,의원회관 1006호,李相憲,이상헌,1954-07-10,지역구,더불어민주당,재선,"국회 2030 부산세계박람회 유치지원 특별위원회, 문화체육관광위원회"," ▶ 학력

- 동국대학교 대학원 호텔관광경영학 박사

 ▶ 경력

 (前)
- 울산 흥사단 대표
- 울산시민단체협의회 공동대표
- 명성재건학교 교사
- 노무현 대통령 후보 울산선거대책본부장
- 문재인 대통령 후보 울산선거대책본부장
- 민주평화통일자문회의 울산북구협의회장
- 야학전국연합회 상임고문
- 울산누리학교장
- 울산노인대학장
- 농소중학교 총동문회장 
- 동북아관광개발 연구원장
- 더불어민주당 중앙당 정책위원회 상임부의장
- 더불어민주당 지방혁신균형발전추진단 위원


 (現)
- 국회의원 (제 20대, 21대)
- 더불어민주당 울산광역시당 위원장
- 더불어민주당 지역균형뉴딜분과위원회 위원
- 더불어민주당 지방소멸 대응 TF 위원
- 국가유공자
- 청소년지도사
- 사회복지사
- 국민훈장 석류장 수상",LEE SANGHEON,남,leesh_2018@naver.com,WVU2479T,"정재령, 김인화, 최명주, 이학준, 박소영",위원,"이도경, 이재관",https://blog.naver.com/leesh_2018,"국회 2030 부산세계박람회 유치지원 특별위원회, 문화체육관광위원회","안창률, 유주영",울산 북구,"제20대, 제21대"
02-784-6090,음,의원회관 532호,李成萬,이성만,1961-11-04,지역구,더불어민주당,초선,행정안전위원회,"* 학력
연세대학교 물리학과 졸업
제36회 행정고시합격

* 경력
현)더불어민주당 인천부평구갑 지역위원장
현)더불어민주당 정책위원회 상임부의장

전) 더불어민주당 재외동포위원장 
전)더불어민주당 인천시당 정책위원장
전)제6대 인천광역시 시의회 후반기 의장
전)인하대 행정대학원 겸임교수


",LEE SUNGMAN,남,giant.smlee@gmail.com,8KF7223D,"정진성, 이슬아, 김민수, 김동준, 손유민, 정선우",위원,"김왕태, 김주호",http://smlee6409.blog.me,행정안전위원회,"이종찬, 조복현",인천 부평구갑,제21대
