음/양력,한자명,이름,생년월일,선거구구분,재선,정당명,영문명칭,대별코드,성별,대,국회의원코드,당선,선거구
음,金光洙,김광수,1925-08-15,전국구,5선,민주자유당,"Kim, Kwang-soo",100014,남,제14대,X0K2352F,"제9대, 제10대, 제12대, 제14대, 제15대",
음,金基道,김기도,1945-06-30,지역구,초선,민주자유당,"Kim, Ki-do",100014,남,제14대,G4899242,제14대,경남 삼천포 사천
음,金杞培,김기배,1936-08-09,지역구,4선,민주자유당,"Kim, Ki-bae",100014,남,제14대,6LQ1789H,"제12대, 제13대, 제14대, 제16대",서울 구로구갑
음,金基洙,김기수,1936-11-28,지역구,재선,민주자유당,"Kim, Ki-soo",100014,남,제14대,R4T63005,"제14대, 제15대","강원 영월,평창군"
음,金吉弘,김길홍,1942-07-05,지역구,재선,무소속,"Kim, Kil-hong",100014,남,제14대,DXQ97415,"제13대, 제14대",경북 안동시
음,金大中,김대중,1925-12-03,전국구,6선,민주당,"Kim, Dae-jung",100014,남,제14대,0WP29701,"제5대, 제6대, 제7대, 제8대, 제13대, 제14대",
음,金德圭,김덕규,1941-03-09,지역구,5선,민주당,"Kim, Duk-kyu",100014,남,제14대,KDB6892X,"제11대, 제13대, 제14대, 제16대, 제17대",서울특별시 중랑구을
음,金德龍,김덕룡,1941-04-06,지역구,5선,민주자유당,"Kim, Deog-ryong",100014,남,제14대,WFJ6020P,"제13대, 제14대, 제15대, 제16대, 제17대",서울특별시 서초구을
음,金東權,김동권,1944-03-19,지역구,초선,민주자유당,"Kim, Dong-kwon",100014,남,제14대,WY71904W,제14대,경북 의성군
음,金東根,김동근,1930-10-03,전국구,초선,민주자유당,"Kim, Dong-kun",100014,남,제14대,A7F2172M,제14대,
음,金東吉,김동길,1928-10-02,지역구,초선,통일국민당,"Kim, Dong-gill",100014,남,제14대,C037592G,제14대,서울 강남구갑
음,金斗燮,김두섭,1930-03-13,지역구,초선,통일국민당,"Kim, Doo-sup",100014,남,제14대,FE487737,제14대,"경기 김포,강화"
음,金末龍,김말룡,1927-02-02,전국구,초선,민주당,"Kim, Mal-ryong",100014,남,제14대,2XV6939Q,제14대,
음,金明圭,김명규,1942-02-01,지역구,재선,민주당,"Kim, Myung-kyu",100014,남,제14대,IL798843,"제14대, 제15대",전남 동광양시 광양
음,金文起,김문기,1932-03-07,지역구,3선,민주자유당,"Kim, Moon-kee",100014,남,제14대,90U66631,"제12대, 제13대, 제14대",강원 명주군양양군
음,金範明,김범명,1943-09-10,지역구,재선,통일국민당,"Kim, Bum-myung",100014,남,제14대,ZS11174V,"제14대, 제15대",충남 논산
음,金炳午,김병오,1935-04-06,지역구,재선,민주당,"Kim, Byung O",100014,남,제14대,XLT4768V,"제11대, 제14대",서울 구로구병
음,金復東,김복동,1933-03-05,지역구,재선,민주자유당,"Kim, Bok-dong",100014,남,제14대,RHC7677M,"제14대, 제15대",대구 동구갑
음,金奉祚,김봉조,1939-04-15,지역구,3선,민주자유당,"Kim, Bong-jo",100014,남,제14대,FPT6879K,"제12대, 제13대, 제14대",경남 장승포시 거제군
음,金琫鎬,김봉호,1933-05-10,지역구,5선,민주당,"Kim, Bong-ho",100014,남,제14대,IOI30449,"제10대, 제12대, 제13대, 제14대, 제15대","전남 해남,진도군"
음,金士檉,김사성,1928-01-18,전국구,초선,민주자유당,Kim Sa-sung,100014,남,제14대,7YV42587,제14대,
음,金相球,김상구,1936-10-03,지역구,재선,무소속,"Kim, Sang-koo",100014,남,제14대,SE03014B,"제12대, 제14대","경북 상주시,군"
음,金相賢,김상현,1935-12-06,지역구,6선,민주당,"Kim, Song-hyum",100014,남,제14대,JJ64316E,"제6대, 제7대, 제8대, 제14대, 제15대, 제16대",서울 서대문구갑
음,金永光,김영광,1931-10-20,지역구,3선,민주자유당,"Kim, Young-kwang",100014,남,제14대,L842626I,"제10대, 제11대, 제14대","경기 송탄,평택시"
음,金榮龜,김영구,1940-01-12,지역구,6선,민주자유당,"Kim, Yung-koo",100014,남,제14대,FSJ32138,"제11대, 제12대, 제13대, 제14대, 제15대, 제16대",서울 동대문구을
음,金令培,김영배,1932-12-23,지역구,6선,민주당,"Kim, Yung-bae",100014,남,제14대,Y2W9921H,"제10대, 제12대, 제13대, 제14대, 제15대, 제16대",서울 양천구을
음,金泳三,김영삼,1927-12-20,전국구,9선,민주자유당,"Kim, Young-sam",100014,남,제14대,PB86833Y,"제3대, 제5대, 제6대, 제7대, 제8대, 제9대, 제10대, 제13대, 제14대",
음,金榮秀,김영수,1942-05-10,전국구,초선,민주자유당,"Kim, Young-soo",100014,남,제14대,7XO6069V,제14대,
음,金榮馹,김영일,1942-07-07,지역구,3선,민주자유당,"Kim, Young-iel",100014,남,제14대,T0C2301Q,"제14대, 제15대, 제16대","경남 김해시,군"
양,金泳鎭,김영진,1947-11-17,지역구,5선,민주당,Kim Young Jin,100014,남,제14대,BCO6264C,"제13대, 제14대, 제15대, 제16대, 제18대","전남 강진,완도군"
음,金榮珍,김영진,1940-11-18,전국구,재선,민주자유당,"Kim, Young-jin",100014,남,제14대,7BN8997H,"제14대, 제15대",
음,金玉斗,김옥두,1938-08-18,전국구,3선,민주당,"Kim, Ok-doo",100014,남,제14대,W0L3395K,"제14대, 제15대, 제16대",
음,金玉川,김옥천,1940-06-08,전국구,초선,민주당,"Kim, Ok-chun",100014,남,제14대,BTT7110U,제14대,
음,金容德,김용덕,1946-03-02,전국구,초선,민주당,Kim Young-deuk,100014,남,제14대,N5U58283,제14대,
음,金鎔采,김용채,1932-10-05,지역구,5선,민주자유당,"Kim, Yong-chae",100014,남,제14대,HT966869,"제7대, 제9대, 제12대, 제13대, 제14대",서울 노원구을
음,金瑢泰,김용태,1936-06-01,지역구,4선,민주자유당,"Kim, Yong-tae",100014,남,제14대,AE923641,"제11대, 제12대, 제13대, 제14대",대구 북구
음,金龍煥,김용환,1932-02-05,지역구,4선,민주자유당,"Kim, Yong-hwan",100014,남,제14대,GTH3618V,"제13대, 제14대, 제15대, 제16대","충남 대천,보령시"
음,金운桓,김운환,1946-12-13,지역구,3선,민주자유당,"Kim, Woon-hwan",100014,남,제14대,IS69175A,"제13대, 제14대, 제15대",부산 해운대구
음,金元基,김원기,1937-02-16,지역구,6선,민주당,"Kim, Won-ki",100014,남,제14대,4RF2451S,"제10대, 제11대, 제13대, 제14대, 제16대, 제17대",전북 정주시정읍군
음,金元吉,김원길,1943-01-02,지역구,3선,민주당,"Kim, Won-gil",100014,남,제14대,YEB5724H,"제14대, 제15대, 제16대",서울 도봉구을
음,金元雄,김원웅,1944-03-08,지역구,3선,민주당,"Kim, Won-wung",100014,남,제14대,OKR39415,"제14대, 제16대, 제17대",대전광역시 대덕구
음,金裕珍,김유진,1941-06-05,전국구,초선,민주당,Kim Yoo-jin,100014,남,제14대,L385875M,제14대,
음,金潤煥,김윤환,1932-06-07,지역구,5선,민주자유당,"Kim, Yoon-whan ",100014,남,제14대,PMN7940F,"제10대, 제11대, 제13대, 제14대, 제15대","경북 군위,선산"
음,金仁坤,김인곤,1928-06-26,지역구,3선,민주당,"Kim, In-kon",100014,남,제14대,SRH7774W,"제13대, 제14대, 제15대","전남 함평,영광군"
음,金仁泳,김인영,1939-12-26,지역구,3선,민주자유당,"Kim, In-young",100014,남,제14대,04Z5194C,"제13대, 제14대, 제15대",경기 수원시권선구갑
음,金莊坤,김장곤,1938-11-11,지역구,초선,민주당,"Kim, Jang-kon",100014,남,제14대,3226963Z,제14대,"전남 나주시,군"
음,金在光,김재광,1922-05-21,전국구,8선,민주자유당,"Kim, Jae-kwang",100014,남,제14대,DSL4089Q,"제6대, 제7대, 제8대, 제9대, 제10대, 제12대, 제13대, 제14대",
음,金在淳,김재순,1923-11-30,지역구,7선,민주자유당,"Kim, Jai-son",100014,남,제14대,NPZ9074T,"제5대, 제6대, 제7대, 제8대, 제9대, 제13대, 제14대","강원 철원,화천"
음,金正男,김정남,1940-12-07,지역구,3선,무소속,"Kim, Jung-nam",100014,남,제14대,ILT4823Z,"제11대, 제12대, 제14대","강원 삼천시,군"
음,金正秀,김정수,1937-12-03,지역구,5선,민주자유당,"Kim, Jeung-soo",100014,남,제14대,A1819526,"제11대, 제12대, 제13대, 제14대, 제15대",부산 부산진구을
음,金貞淑,김정숙,1946-08-21,전국구,3선,신한국당,"Kim, Jung-sook",100014,여,제14대,O4X7540B,"제14대, 제15대, 제16대",
음,金鍾完,김종완,1932-11-13,지역구,재선,민주당,"Kim, Jong-wan",100014,남,제14대,CAH1307G,"제13대, 제14대",서울 송파구을
음,金鍾仁,김종인,1940-07-11,전국구,5선,민주자유당,KIM CHONGIN,100014,남,제14대,E5N8503B,"제11대, 제12대, 제14대, 제17대, 제20대",전국구
음,金鍾泌,김종필,1926-01-07,지역구,9선,민주자유당,"Kim, Jong-pil",100014,남,제14대,PAR7137B,"제6대, 제7대, 제8대, 제9대, 제10대, 제13대, 제14대, 제15대, 제16대",충남 부여군
음,金鍾河,김종하,1934-08-10,지역구,5선,민주자유당,"Kim, Jong-ha",100014,남,제14대,HZI5846H,"제10대, 제11대, 제14대, 제15대, 제16대",경남 창원시갑
음,金宗鎬,김종호,1935-11-30,지역구,6선,민주자유당,"Kim, Chong-hoh",100014,남,제14대,OQ09860C,"제11대, 제12대, 제13대, 제14대, 제15대, 제16대",충북 괴산군
음,金重緯,김중위,1939-10-28,지역구,4선,민주자유당,"Kim, Zoong-wie",100014,남,제14대,B3A7296S,"제12대, 제13대, 제14대, 제15대",서울 강동구을
음,金鎭榮,김진영,1942-12-29,지역구,초선,통일국민당,"Kim, Jin-yeong",100014,남,제14대,HHM3642X,제14대,충북 청주시갑
음,金鎭載,김진재,1943-02-19,지역구,5선,민주자유당,"Kim, Jin-jae",100014,남,제14대,IQX29457,"제11대, 제13대, 제14대, 제15대, 제16대",부산 금정구
음,金燦斗,김찬두,1931-01-16,전국구,초선,민주자유당,Kim Chan-doo,100014,남,제14대,9ER1261U,제14대,
음,金燦于,김찬우,1933-01-15,지역구,4선,통일국민당,"Kim, Chan-woo",100014,남,제14대,DPP5766B,"제11대, 제14대, 제15대, 제16대","경북 청송,영덕"
음,金埰謙,김채겸,1934-10-23,지역구,초선,민주자유당,"Kim, Chae-Kyum",100014,남,제14대,2ZZ9356T,제14대,경남 울산
양,金忠兆,김충조,1942-08-24,지역구,5선,민주당,"Kim, Choong-Joh",100014,남,제14대,ERX2058H,"제13대, 제14대, 제15대, 제16대, 제18대",전남 여수시
음,金忠賢,김충현,1946-06-05,전국구,초선,민주당,"Kim, Choong-hyun",100014,남,제14대,09G6971N,제14대,
음,金台植,김태식,1939-08-12,지역구,5선,민주당,"Kim, Tai-shik",100014,남,제14대,UWR1927I,"제11대, 제13대, 제14대, 제15대, 제16대",전북 완주군
음,金漢圭,김한규,1940-12-01,지역구,재선,민주자유당,"Kim, Han-kyu",100014,남,제14대,KBJ1842L,"제13대, 제14대",대구 달서구갑
음,金海碩,김해석,1939-11-21,지역구,초선,통일국민당,"Kim, Hae-seok",100014,남,제14대,9YE7981O,제14대,대구 남구
음,金玄培,김현배,1948-03-22,전국구,초선,신한국당,Kim Hyun-bae,100014,남,제14대,5BM4796J,제14대,
음,金炯旿,김형오,1947-11-30,지역구,5선,민주자유당,Kim Hyong-O,100014,남,제14대,4MX3134T,"제14대, 제15대, 제16대, 제17대, 제18대",부산광역시 영도구
음,金浩一,김호일,1942-12-12,지역구,3선,무소속,"Kim, Ho-il",100014,남,제14대,X9Z79695,"제14대, 제15대, 제16대",경남 마산시 합포군
음,金孝榮,김효영,1923-05-02,지역구,4선,통일국민당,"Kim, hyo-yung",100014,남,제14대,Z7S33250,"제9대, 제10대, 제12대, 제14대",강원 동해시
음,羅午淵,나오연,1932-08-27,지역구,3선,민주자유당,"Lah, Oh-yeon",100014,남,제14대,XF32334M,"제14대, 제15대, 제16대",경남 양산
음,羅雄培,나웅배,1934-07-24,지역구,4선,민주자유당,"Rha, Woong-bae",100014,남,제14대,6545933G,"제11대, 제12대, 제13대, 제14대",서울 영등포구을
음,南宮鎭,남궁진,1942-08-11,전국구,재선,민주당,Namkung Jin,100014,남,제14대,VZ17900R,"제14대, 제15대",
음,南在斗,남재두,1939-09-14,지역구,3선,민주자유당,"Nam, Jae-du",100014,남,제14대,QCQ12252,"제11대, 제12대, 제14대",대전 동구갑
음,南平祐,남평우,1936-12-20,지역구,재선,민주자유당,"Nam, Pyung-woo",100014,남,제14대,DSP4257Y,"제14대, 제15대",경기 수원시권선구을
음,盧承禹,노승우,1938-09-20,지역구,재선,민주자유당,"Ro, Seung-woo",100014,남,제14대,14C8747Q,"제14대, 제15대",서울 동대문구갑
음,盧仁道,노인도,1935-08-08,전국구,초선,민주자유당,"Roh, In-do",100014,남,제14대,5UR59361,제14대,
음,盧仁煥,노인환,1932-05-24,지역구,3선,민주자유당,"Roh, In-hwan",100014,남,제14대,RYK4883M,"제10대, 제13대, 제14대","경남 산청,함양"
음,盧在鳳,노재봉,1936-02-08,전국구,초선,민주자유당,"Ro, Jai-bong",100014,남,제14대,MOD6911D,제14대,
음,羅柄扇,라병선,1934-08-11,전국구,초선,민주당,"Ra, Beung-sen",100014,남,제14대,W4K7007O,제14대,
음,柳惇佑,류돈우,1933-05-10,지역구,재선,민주자유당,"Ryu, Don-woo",100014,남,제14대,2OK69779,"제13대, 제14대",경북 안동군
음,柳昇珪,류승규,1946-01-19,지역구,재선,민주자유당,"Ryu, Seung-kyu",100014,남,제14대,JMC44351,"제13대, 제14대",강원 태백시
음,柳鍾洙,류종수,1942-12-15,지역구,재선,민주자유당,"Ryu, Chong-su",100014,남,제14대,RUB28077,"제14대, 제15대",강원 춘천시
음,文正秀,문정수,1939-08-09,지역구,3선,민주자유당,"Moon, Jung-soo",100014,남,제14대,FR056047,"제12대, 제13대, 제14대",부산 북구갑
음,文昌模,문창모,1907-04-23,전국구,초선,통일국민당,"Moon, Chang-mo",100014,남,제14대,JQ81454B,제14대,
양,文喜相,문희상,1945-03-03,지역구,6선,민주당,MOON HEESANG,100014,남,제14대,IYD4143Y,"제14대, 제16대, 제17대, 제18대, 제19대, 제20대",경기 의정부시
음,閔泰求,민태구,1934-07-10,지역구,초선,민주자유당,"Min, Tae-koo",100014,남,제14대,K8S19484,제14대,"충북 진천,음성군"
음,朴炅秀,박경수,1938-12-28,지역구,재선,민주자유당,"Park, Kyung-soo",100014,남,제14대,0VC4391G,"제13대, 제14대","강원 횡성,원주"
음,朴啓東,박계동,1952-12-20,지역구,재선,민주당,"Park, Gye-dong",100014,남,제14대,2LX5217V,"제14대, 제17대",서울 강서구갑
음,朴寬用,박관용,1938-06-06,지역구,6선,민주자유당,"Park, Kwan-yong",100014,남,제14대,TQH7044H,"제11대, 제12대, 제13대, 제14대, 제15대, 제16대",부산 동래구갑
음,朴光泰,박광태,1943-06-02,지역구,3선,민주당,"Park, Kwang-tae",100014,남,제14대,TF57207F,"제14대, 제15대, 제16대",광주 북구갑
음,朴九溢,박구일,1934-11-08,전국구,재선,민주자유당,"Park, Koo-il",100014,남,제14대,M4L8058B,"제14대, 제15대",
음,朴珪植,박규식,1938-01-01,지역구,재선,민주당,"Park, Kyu-sik",100014,남,제14대,6QF80715,"제12대, 제14대",경기 부천시남구
음,朴瑾浩,박근호,1941-04-07,전국구,초선,민주자유당,Park Kun-ho,100014,남,제14대,FSK25978,제14대,
음,朴命根,박명근,1928-09-07,지역구,4선,민주자유당,"Park, Myung-kun",100014,남,제14대,T457000V,"제8대, 제9대, 제10대, 제14대",경기 파주
음,朴明緖,박명서,1938-07-24,전국구,초선,민주당,Park Myoung-suh,100014,남,제14대,A7A9213B,제14대,
음,朴明煥,박명환,1938-04-13,지역구,3선,민주자유당,"Park, Myung-hwan",100014,남,제14대,Y786057K,"제14대, 제15대, 제16대",서울 마포구갑
음,朴範珍,박범진,1940-02-01,지역구,재선,민주자유당,"Park, Bum-jin",100014,남,제14대,M5K2466O,"제14대, 제15대",서울 양천구갑
음,朴相千,박상천,1938-10-31,지역구,5선,민주당,"Park, Sang Cheon",100014,남,제14대,MHE1145A,"제13대, 제14대, 제15대, 제16대, 제18대",전남 고흥군
음,朴錫武,박석무,1942-09-15,지역구,재선,민주당,"Park, Seok-moo",100014,남,제14대,1LA80851,"제13대, 제14대",전남 무안군
음,朴世直,박세직,1933-09-18,지역구,재선,민주자유당,"Park, Seh-jik",100014,남,제14대,HIS36307,"제14대, 제15대",경북 구미시
음,朴勝雄,박승웅,1945-07-23,전국구,초선,신한국당,Park Seung-ung,100014,남,제14대,V6L26675,제14대,
음,朴實,박실,1939-10-08,지역구,3선,민주당,Park Sil,100014,남,제14대,1O451032,"제12대, 제13대, 제14대",서울 동작구을
음,朴佑炳,박우병,1933-02-03,지역구,3선,민주자유당,"Park, Woo-byong",100014,남,제14대,6YB3013O,"제13대, 제14대, 제15대",강원 정선군
음,朴恩台,박은태,1938-09-03,전국구,초선,민주당,"Park, Un-tae",100014,남,제14대,A5H1527Z,제14대,
음,朴一,박일,1927-03-14,전국구,5선,민주당,Park il,100014,남,제14대,L7S1608E,"제8대, 제9대, 제10대, 제12대, 제14대",
음,朴在鴻,박재홍,1941-02-28,전국구,4선,민주자유당,"Park, Jae-hong",100014,남,제14대,N5P7446X,"제11대, 제12대, 제13대, 제14대",
음,朴定洙,박정수,1932-02-09,지역구,5선,민주자유당,"Park, Chung-soo",100014,남,제14대,LQW1875Y,"제10대, 제11대, 제13대, 제14대, 제15대",경북 김천시금릉
음,朴正勳,박정훈,1941-12-04,전국구,재선,민주당,"Park, Jung-hoon",100014,남,제14대,KFV94013,"제14대, 제15대",
음,朴濟相,박제상,1935-06-22,지역구,초선,통일국민당,"Park, Jea-sang",100014,남,제14대,TPJ7150B,제14대,경기 의왕시과천시
음,朴鍾雄,박종웅,1953-08-09,지역구,3선,민주자유당,"Park, Chong-ung",100014,남,제14대,96J8998B,"제14대, 제15대, 제16대",부산 사하구
음,朴柱千,박주천,1941-07-01,지역구,3선,민주자유당,"Park, Joo-cheon",100014,남,제14대,ACK5474A,"제14대, 제15대, 제16대",서울 마포구을
음,朴浚圭,박준규,1925-09-12,지역구,9선,민주자유당,"Park, Jyun-kyu",100014,남,제14대,QHJ1904L,"제5대, 제6대, 제7대, 제8대, 제9대, 제10대, 제13대, 제14대, 제15대",대구 동구을
